Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,New Zealand,NZL,..,6.13,5.428,5.415,5.147,4.736,4.335,4.109,4.595,3.776,3.297,3.737
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Nicaragua,NIC,..,7.188,4.52,4.7,3.9,3.3,5.2,5.47,6.167,6.064,4.978,4.795
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Niger,NER,..,1.426,0.524,0.558,0.555,0.564,0.546,0.544,0.62,0.819,0.552,0.55
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Nigeria,NGA,..,3.87,3.903,4.137,4.498,4.826,5.065,5.206,5.712,5.393,3.827,3.074
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,North Macedonia,MKD,..,32.2,28.215,26.395,24.312,22.857,21.208,17.414,16.575,15.801,14.477,13.075
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Norway,NOR,..,3.458,3.484,4.296,4.679,4.162,3.8,3.687,4.422,4.369,3.233,3.581
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Oman,OMN,..,4.396,3.43,3.392,3.266,2.524,1.8,2.052,2.94,1.9,1.514,1.46
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Pakistan,PAK,..,0.597,1.827,3.566,2.286,3.193,4.083,4.83,6.162,6.338,5.548,5.499
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Panama,PAN,..,6.322,4.415,4.37,4.758,5.395,5.218,6.332,14.183,10.453,8.202,6.701
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Papua New Guinea,PNG,..,2.92,2.524,2.487,2.453,2.544,2.604,2.599,2.814,2.906,2.689,2.651
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Paraguay,PRY,..,7.61,5.034,4.556,5.255,6.138,6.217,6.595,7.548,7.311,6.755,5.779
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Peru,PER,..,4.965,3.208,3.272,3.741,3.691,3.492,3.379,7.179,5.097,3.85,4.82
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Philippines,PHL,..,3.77,3.6,3.068,2.695,2.552,2.338,2.237,2.522,3.398,2.598,2.233
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Poland,POL,..,16.314,8.99,7.501,6.161,4.888,3.846,3.277,3.162,3.363,2.886,2.905
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Portugal,PRT,..,3.806,13.897,12.447,11.068,8.869,6.994,6.464,6.796,6.577,6.011,6.491
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Puerto Rico,PRI,..,10.08,13.9,12,11.8,10.8,9.2,8.3,8.89,7.9,6,5.962
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Qatar,QAT,..,0.87,0.2,0.17,0.15,0.14,0.11,0.1,0.14,0.14,0.13,0.13
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Romania,ROU,..,6.969,6.802,6.812,5.901,4.927,4.187,3.912,5.035,5.59,5.614,5.595
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Russian Federation,RUS,..,10.581,5.16,5.571,5.559,5.212,4.846,4.496,5.589,4.715,3.867,3.325
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Rwanda,RWA,..,11.805,11.858,11.849,11.805,11.875,10.759,11.236,11.829,15.793,15.085,14.932
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Samoa,WSM,..,4.732,8.72,8.9,9.062,9.4,9.512,9.601,10.214,10.368,9.923,9.747
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Sao Tome and Principe,STP,..,14.4,13.619,13.598,13.65,13.811,13.878,13.998,15.183,15.042,14.115,14.208
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Saudi Arabia,SAU,..,4.57,5.877,5.6,5.6,5.89,6.029,5.636,7.45,6.621,5.589,4.88
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Senegal,SEN,..,2.648,5.842,6.757,4.455,4.078,3.567,2.863,3.405,3.368,2.968,2.93
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Serbia,SRB,..,12.6,19.223,17.66,15.257,13.477,12.733,10.395,9.011,10.061,8.684,8.683
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Sierra Leone,SLE,..,4.081,4.678,4.621,4.312,3.848,3.193,3.204,3.485,3.516,3.194,3.174
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Singapore,SGP,..,3.7,3.74,3.79,4.08,4.2,3.613,3.1,4.1,4.64,3.591,3.472
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Slovak Republic,SVK,..,18.546,11.537,11.492,9.679,8.142,6.544,5.761,6.719,6.894,6.143,5.84
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Slovenia,SVN,..,6.92,9.692,8.975,8.007,6.573,5.116,4.448,4.974,4.747,4.013,3.627
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Solomon Islands,SLB,..,2.402,0.728,0.735,0.735,0.727,0.723,0.746,0.852,0.866,1.579,1.545
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Somalia,SOM,..,18.781,18.847,18.444,18.372,18.545,18.783,18.828,19.35,19.553,19.128,19.027
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,South Africa,ZAF,..,19.841,22.606,22.869,24.023,23.992,24.218,25.538,24.339,28.77,28.838,27.988
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,South Sudan,SSD,..,12.205,12.462,12.355,12.876,13.079,12.918,12.642,14.204,13.868,12.395,12.271
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Spain,ESP,..,13.785,24.442,22.058,19.635,17.224,15.255,14.104,15.532,14.781,12.917,12.144
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Sri Lanka,LKA,..,7.74,4.157,4.519,4.243,4.046,4.318,4.67,5.365,5.258,6.33,6.36
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,St. Lucia,LCA,..,16.49,21.592,20.851,19.928,19.136,19.329,15.613,25.225,20.514,15.934,11.092
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,St. Vincent and the Grenadines,VCT,..,20.792,19.229,19.121,19.01,18.988,18.968,19.22,20.563,20.279,19.51,18.674
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Sudan,SDN,..,14.869,15.558,14.512,13.812,13.206,12.605,12.014,12.368,11.466,7.53,11.449
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Suriname,SUR,..,12.975,6.94,7.22,7.917,7.883,7.685,7.545,8.726,8.459,8.232,7.704
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Sweden,SWE,..,5.466,7.954,7.432,6.99,6.718,6.365,6.833,8.291,8.722,7.392,7.587
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Switzerland,CHE,..,2.658,4.826,4.801,4.918,4.797,4.713,4.394,4.817,5.097,4.3,4.05
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Syrian Arab Republic,SYR,..,9.589,14.768,14.29,13.867,13.67,13.554,13.393,15.176,14.796,13.813,13.544
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Tajikistan,TJK,..,14.972,8.206,7.554,6.9,6.9,6.898,6.898,7.176,7.253,6.981,6.981
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Tanzania,TZA,..,3.127,2.125,2.162,2.237,2.313,2.409,2.518,2.781,2.806,2.609,2.607
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Thailand,THA,..,2.389,0.576,0.597,0.688,0.83,0.766,0.716,1.099,1.215,0.94,0.913
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Timor-Leste,TLS,..,3.596,4.228,4.45,4.657,4.212,3.732,3.129,2.792,2.344,1.537,1.523
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Togo,TGO,..,4.151,2.142,2.204,2.963,3.744,2.903,2.056,2.211,2.285,2.065,2.048
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Tonga,TON,..,4.12,1.924,2.028,2.048,2.132,2.248,2.164,2.675,2.111,2.354,2.303
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Trinidad and Tobago,TTO,..,12.1,2.477,2.428,3.207,3.385,3.49,3.523,4.206,4.446,4.383,4.206
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Tunisia,TUN,..,14.94,14.259,15.159,15.557,15.33,15.459,17.153,17.576,16.505,15.301,15.106
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Turkiye,TUR,..,6.495,9.901,10.304,10.899,10.919,10.956,13.73,13.148,11.969,10.432,9.412
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Turkmenistan,TKM,..,11.75,4.011,4.023,4.034,4.045,4.051,4.055,4.489,4.452,4.121,4.12
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Uganda,UGA,..,3.52,2.404,2.788,3.167,3.643,3.42,3.185,3.914,3.422,2.93,2.831
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ukraine,UKR,..,11.707,9.27,9.14,9.35,9.5,8.799,8.194,9.475,9.834,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,United Arab Emirates,ARE,..,2.25,1.962,1.792,1.64,2.462,2.236,2.331,4.294,3.105,2.873,2.706
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,United Kingdom,GBR,..,5.558,6.11,5.301,4.81,4.33,3.996,3.737,4.472,4.826,3.73,4.055
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,United States,USA,..,3.992,6.168,5.28,4.869,4.355,3.896,3.669,8.055,5.349,3.65,3.625
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Uruguay,URY,..,12.627,6.547,7.488,7.841,7.89,8.336,8.734,10.33,9.301,7.877,8.354
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Uzbekistan,UZB,..,12.286,5.09,5.15,5.16,5.83,5.391,4.945,5.293,5.345,4.535,4.526
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Vanuatu,VUT,..,8.321,5.15,5.255,5.262,5.288,5.326,5.445,4.046,4.734,5.171,5.099
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Venezuela, RB",VEN,..,13.99,6.821,6.138,5.319,5.045,5.463,5.887,7.53,7.027,5.747,5.528
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Viet Nam,VNM,..,2.26,1.256,1.849,1.848,1.874,1.161,1.681,2.103,2.385,1.535,1.602
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Virgin Islands (U.S.),VIR,..,10.469,12.36,12.146,12.247,11.955,12.137,12.259,14.836,13.932,12.669,12.087
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,West Bank and Gaza,PSE,..,10.625,20.527,23.005,23.939,25.677,26.256,25.34,25.895,26.39,24.42,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Yemen, Rep.",YEM,..,11.561,13.467,17.9,18.382,18.564,17.644,17.303,17.972,18.248,17.515,17.215
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Zambia,ZMB,..,12.93,8.131,8.316,8.418,8.518,5.031,5.539,6.032,5.195,5.993,5.913
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Zimbabwe,ZWE,..,5.682,4.774,5.383,5.893,6.347,6.792,7.373,8.621,9.54,10.087,8.759
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Africa Eastern and Southern,AFE,..,7.42260487466415,6.80734814527177,6.89630294255665,7.04261734207709,7.14537700928973,7.11055265635218,7.30802524543429,7.73414642214772,8.0653613171568,7.55550275858697,7.59107013687803
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Africa Western and Central,AFW,..,4.61009562150452,3.89193490988537,4.18957514690815,4.1276347287252,4.20368422528981,4.22450907215172,4.24743526436116,4.69756002049233,4.52078687039559,3.72603903242881,3.37912161577338
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Arab World,ARB,..,12.5221701775345,11.0789238749432,11.1940915394531,10.9069398073066,11.1703237480027,10.721073087555,10.2743190617654,11.3170416888073,10.8849716221745,9.90991627430264,9.90509752099126
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Caribbean small states,CSS,..,11.5274781075782,12.2336454086198,11.5758947659063,11.5298729591387,10.9560310709704,11.1691530309487,10.8537991893043,13.3486083955811,12.3905636473576,10.703182899186,9.90737840361846
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Central Europe and the Baltics,CEB,..,12.4121094931238,8.86106625678749,7.81814777839505,6.48881457100112,5.29248184520353,4.3113164609824,3.77754976056951,4.36984601709363,4.49490187382278,4.00700596487001,4.08200231110849
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Early-demographic dividend,EAR,..,7.15063467125099,6.72265256107606,6.8704916354813,6.772896229745,6.70518687721867,6.73078387136458,6.27290979402479,7.31100011053153,6.68990707243899,5.66667726618566,5.24157534612774
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,East Asia & Pacific,EAS,..,3.55357429952207,4.02277730268485,4.09029568369957,4.00090398912118,3.87191671712309,3.75217205099742,3.82109069463854,4.30164623462354,4.06214211002885,4.109703323976,3.88644560324976
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,East Asia & Pacific (excluding high income),EAP,..,3.4197625858794,4.0470802059537,4.12204369496842,4.03904605479701,3.91769797623572,3.8102214681864,3.89982150120353,4.36936301344236,4.12869749480639,4.23982100138009,4.00080604549072
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,3.42341871623616,4.06309928126524,4.1389231801022,4.05451040532513,3.93271310414433,3.82468369747283,3.91481300789786,4.38825026363789,4.14261588348408,4.25784150736867,4.01490073541815
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Euro area,EMU,..,9.50356201698907,11.6294042361041,10.8933171747932,10.0326348883119,9.0570646997765,8.16143255426497,7.50905547041702,7.82610738650831,7.73220795402074,6.74727425418841,6.54497996968086
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Europe & Central Asia,ECS,..,9.77597444529681,8.88971086446269,8.50700447038813,8.039304104585,7.4374494856719,6.83821683692998,6.59705800445504,7.05557688489507,6.87265227793399,5.82423823350206,5.61261319264915
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Europe & Central Asia (excluding high income),ECA,..,10.8927990366553,8.85053644952491,8.83748042297259,8.91627267607178,8.82514103578067,8.48361367802474,8.9769054143474,9.12900746262502,8.83782599377842,7.63039051373688,7.18468025542309
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,11.1645634684233,7.5626427344946,7.53832676831862,7.37334996630053,7.02792442351415,6.58081013460984,6.63355383358021,7.12750946743713,6.74574367771269,5.60711167665232,5.21280220175162
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,European Union,EUU,..,9.82316024211922,10.8201199272394,10.0228935249293,9.10694845955833,8.12274591164656,7.2550258922163,6.67752271246401,7.04568618535133,7.03195935275985,6.14916480543662,6.03132277429579
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Fragile and conflict affected situations,FCS,..,5.96204603186325,5.49337462855232,5.5793135256368,5.70768306761079,5.91208865403795,5.89537164096105,5.91792034470792,6.69336236767458,6.78678190892886,5.76079079115903,5.61992752574259
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Heavily indebted poor countries (HIPC),HPC,..,5.13064158944914,4.3682510537384,4.52997450708412,4.49567742360743,4.52906501503545,4.42879320300885,4.42229353301347,5.14800131867078,4.99955546357649,4.52173125521049,4.61267887995526
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,High income,HIC,..,7.14493572002562,7.07170434117689,6.58253375945761,6.13940583241987,5.59259883395911,5.0843518595841,4.76079974404363,6.45513467394692,5.55795199953282,4.49108413917482,4.38618265070841
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,IBRD only,IBD,..,6.5274931042521,6.22127134707358,6.34203966005034,6.43517586931065,6.38383932077654,6.25400486995171,6.03865767536377,6.90484340511017,6.27543821257326,5.55825002301848,5.1378114155068
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,IDA & IBRD total,IBT,..,6.14955972228315,5.79123838592611,5.94851454026207,5.9928612625243,5.99178378833486,5.9050502338993,5.76246978703439,6.60913840648624,6.13402743233308,5.43438913415297,5.09365392498292
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,IDA blend,IDB,..,3.75595078587519,3.32857130127357,4.06626221052003,3.7363385497535,4.33843051794582,4.81808161638976,5.20235078927343,6.03745231596058,6.03147037845206,5.13513380785566,4.7916761988561
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,IDA only,IDX,..,4.76646521727107,4.56967654112887,4.69218035316395,4.68185556675553,4.70995106861305,4.61928306850669,4.63303895747981,5.43662764328309,5.4968450744156,4.98369836911593,5.02441964157133
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,IDA total,IDA,..,4.45699904424626,4.17565973731136,4.49264005031936,4.38174289762085,4.59288407767374,4.68166856042227,4.81200791344823,5.62578692924827,5.66618714262242,5.03168330052649,4.95074935705529
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Late-demographic dividend,LTE,..,5.26249099511106,4.92262234597608,5.09466912558185,5.26383797655165,5.25475825541748,5.03464426499794,5.17741224931349,5.91411658143672,5.49477165964242,5.19588602539397,4.83480342489236
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Latin America & Caribbean,LCN,..,9.45385441826254,6.17775132525675,6.67329124475792,7.7293814063812,8.02049726212173,7.92487612209764,7.98970983348336,10.1875213198234,9.13876489409875,6.88997526351604,6.21276664713141
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Latin America & Caribbean (excluding high income),LAC,..,9.16613750661983,6.09029814091109,6.68615113530601,7.88061151974182,8.20128064067283,8.06054185798187,8.09978197624023,10.2455447083665,9.20806563494259,6.87024119988464,6.12061628230271
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,9.53696295285927,6.20334923964665,6.72558199262638,7.81344190210693,8.12196733934163,8.02888357791305,8.10568174619931,10.3428874824487,9.27181658103695,6.98620744406572,6.29580462899386
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Least developed countries: UN classification,LDC,..,4.65150306637116,4.81654145334363,4.91458762687672,4.99677036110633,5.0787566319694,4.97195192351908,4.98701869248931,5.76737608602165,5.84449063617426,5.26039829138439,5.31448634598983
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Low & middle income,LMY,..,5.80562479762073,5.74234324583909,5.91365829213438,5.97954354436005,6.00230434361662,5.93055339785447,5.79462903547645,6.61860229160704,6.15569185535412,5.46392201072685,5.11268174865247
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Low income,LIC,..,5.04410915142088,4.81024348784464,4.92201341506236,5.02145616784636,5.11650100925002,5.04604054430857,5.04649950676488,5.75093985972955,5.69208429177555,5.17263905832177,5.33663017875154
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Lower middle income,LMC,..,6.28703393282049,6.2050972138575,6.32621868377035,6.17235201092893,6.21380220234988,6.14059534386231,5.64125203465855,6.6991712330431,6.04788336414619,4.9350946029709,4.49311263795865
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Middle East & North Africa,MEA,..,12.0406449540208,10.3914525834493,10.6447634773646,10.6988237061836,10.8825293988876,10.5054352731154,9.86189260397671,10.5585950470946,10.1887862672509,9.59939518624076,9.2456375643272
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Middle East & North Africa (excluding high income),MNA,..,13.0763410101235,11.9262888006853,12.400153567279,12.5499814184069,12.7488058838045,12.2898903447605,11.5212408395916,12.0728448996518,11.7245525157227,11.1961870340093,10.8920393587509
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,13.0947471080745,11.8445741729765,12.2931248033973,12.4349891980487,12.6159363503001,12.1457721804078,11.3735618977416,11.9293469709772,11.5630290678707,11.0476876352976,10.8920393587509
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Middle income,MIC,..,5.86210267184514,5.82580847734228,6.00346443153028,6.06797887294786,6.08577921300409,6.01561342826257,5.86798176524678,6.7065382115314,6.20307530404704,5.49429393001086,5.08914014130483
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,North America,NAC,..,4.27583239142118,6.26136373372495,5.46159861362811,5.10520806642466,4.58131211179329,4.10845194988275,3.89210241008079,8.2310472073198,5.5927145266472,3.83365057175047,3.82484330158772
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,OECD members,OED,..,6.76332889614508,7.40271940047729,6.85420091143194,6.43866283256011,5.91147568069581,5.47438163690927,5.3954772562163,7.14742402402293,6.20004957324203,4.99002128749454,4.82856249475563
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Other small states,OSS,..,10.3674648542441,9.32538447250548,8.92361800107372,8.59013428832547,8.20923720997584,7.85062353798705,7.57699198167537,9.11976500112307,8.69640664672193,8.23838450362205,8.091985352021
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Pacific island small states,PSS,..,4.36382178799251,3.42340207654813,3.40922825308865,3.40039878315133,3.40227524456323,3.39410866628244,3.41248980631904,3.4024110151398,3.48568093837803,3.721471767374,3.61494528377774
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Post-demographic dividend,PST,..,6.52980116773431,7.44401012529982,6.87081032226782,6.40777997857959,5.83999923403853,5.29175520783973,4.9430938595215,6.71289789724631,5.80036324433464,4.5125599626998,4.46059580610787
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Pre-demographic dividend,PRE,..,5.17951566568251,5.00577531597242,5.09199635856824,5.17695256887196,5.45464500477776,5.45137894036039,5.51127963080396,6.04091937745283,5.87841752626683,5.20011946262142,5.14792890238211
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Small states,SST,..,9.81930364364062,9.07335975563325,8.67980968846991,8.43181363697759,8.06398180036446,7.83166621238725,7.57350901620245,9.05598515388235,8.61831728320201,8.05732718662709,7.81918910884732
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,South Asia,SAS,..,6.79516260380284,6.98947969606603,7.10282459465437,6.90657999017559,6.94875788042348,7.00630759617059,6.23401012727199,7.55218774295091,6.4463621472015,5.14071279522711,4.60565840400623
